context,target,condition,subject1,object1,object2,item,stim_classname,subject2
"At the store Donald Trump wanted to buy either an orange or a pineapple, but only had enough money to buy an orange.",a pineapple costs more than an orange.,congruent,Donald Trump,an orange,a pineapple,44,value_financial,
"At the store Donald Trump wanted to buy either an orange or a pineapple, but only had enough money to buy a pineapple.",an orange costs more than a pineapple.,congruent,Donald Trump,an orange,a pineapple,44,value_financial,
"At the store Donald Trump wanted to buy either an orange or a pineapple, but only had enough money to buy an orange.",an orange costs more than a pineapple.,incongruent,Donald Trump,an orange,a pineapple,44,value_financial,
"At the store Donald Trump wanted to buy either an orange or a pineapple, but only had enough money to buy a pineapple.",a pineapple costs more than an orange.,incongruent,Donald Trump,an orange,a pineapple,44,value_financial,
"At the store Donald Trump wanted to buy either an orange or a dax, but only had enough money to buy an orange.",a dax costs more than an orange.,congruent,Donald Trump,an orange,a dax,45,value_financial,
"At the store Donald Trump wanted to buy either an orange or a dax, but only had enough money to buy a dax.",an orange costs more than a dax.,congruent,Donald Trump,an orange,a dax,45,value_financial,
"At the store Donald Trump wanted to buy either an orange or a dax, but only had enough money to buy an orange.",an orange costs more than a dax.,incongruent,Donald Trump,an orange,a dax,45,value_financial,
"At the store Donald Trump wanted to buy either an orange or a dax, but only had enough money to buy a dax.",a dax costs more than an orange.,incongruent,Donald Trump,an orange,a dax,45,value_financial,
"At the store Donald Trump wanted to buy either an orange or a blicket, but only had enough money to buy an orange.",a blicket costs more than an orange.,congruent,Donald Trump,an orange,a blicket,46,value_financial,
"At the store Donald Trump wanted to buy either an orange or a blicket, but only had enough money to buy a blicket.",an orange costs more than a blicket.,congruent,Donald Trump,an orange,a blicket,46,value_financial,
"At the store Donald Trump wanted to buy either an orange or a blicket, but only had enough money to buy an orange.",an orange costs more than a blicket.,incongruent,Donald Trump,an orange,a blicket,46,value_financial,
"At the store Donald Trump wanted to buy either an orange or a blicket, but only had enough money to buy a blicket.",a blicket costs more than an orange.,incongruent,Donald Trump,an orange,a blicket,46,value_financial,
"At the store Donald Trump wanted to buy either a pineapple or a dax, but only had enough money to buy a pineapple.",a dax costs more than a pineapple.,congruent,Donald Trump,a pineapple,a dax,47,value_financial,
"At the store Donald Trump wanted to buy either a pineapple or a dax, but only had enough money to buy a dax.",a pineapple costs more than a dax.,congruent,Donald Trump,a pineapple,a dax,47,value_financial,
"At the store Donald Trump wanted to buy either a pineapple or a dax, but only had enough money to buy a pineapple.",a pineapple costs more than a dax.,incongruent,Donald Trump,a pineapple,a dax,47,value_financial,
"At the store Donald Trump wanted to buy either a pineapple or a dax, but only had enough money to buy a dax.",a dax costs more than a pineapple.,incongruent,Donald Trump,a pineapple,a dax,47,value_financial,
"At the store Donald Trump wanted to buy either a pineapple or a blicket, but only had enough money to buy a pineapple.",a blicket costs more than a pineapple.,congruent,Donald Trump,a pineapple,a blicket,48,value_financial,
"At the store Donald Trump wanted to buy either a pineapple or a blicket, but only had enough money to buy a blicket.",a pineapple costs more than a blicket.,congruent,Donald Trump,a pineapple,a blicket,48,value_financial,
"At the store Donald Trump wanted to buy either a pineapple or a blicket, but only had enough money to buy a pineapple.",a pineapple costs more than a blicket.,incongruent,Donald Trump,a pineapple,a blicket,48,value_financial,
"At the store Donald Trump wanted to buy either a pineapple or a blicket, but only had enough money to buy a blicket.",a blicket costs more than a pineapple.,incongruent,Donald Trump,a pineapple,a blicket,48,value_financial,
"At the store Donald Trump wanted to buy either a dax or a blicket, but only had enough money to buy a dax.",a blicket costs more than a dax.,congruent,Donald Trump,a dax,a blicket,49,value_financial,
"At the store Donald Trump wanted to buy either a dax or a blicket, but only had enough money to buy a blicket.",a dax costs more than a blicket.,congruent,Donald Trump,a dax,a blicket,49,value_financial,
"At the store Donald Trump wanted to buy either a dax or a blicket, but only had enough money to buy a dax.",a dax costs more than a blicket.,incongruent,Donald Trump,a dax,a blicket,49,value_financial,
"At the store Donald Trump wanted to buy either a dax or a blicket, but only had enough money to buy a blicket.",a blicket costs more than a dax.,incongruent,Donald Trump,a dax,a blicket,49,value_financial,
"At the store Mom wanted to buy either an apple or an orange, but only had enough money to buy an apple.",an orange costs more than an apple.,congruent,Mom,an apple,an orange,50,value_financial,
"At the store Mom wanted to buy either an apple or an orange, but only had enough money to buy an orange.",an apple costs more than an orange.,congruent,Mom,an apple,an orange,50,value_financial,
"At the store Mom wanted to buy either an apple or an orange, but only had enough money to buy an apple.",an apple costs more than an orange.,incongruent,Mom,an apple,an orange,50,value_financial,
"At the store Mom wanted to buy either an apple or an orange, but only had enough money to buy an orange.",an orange costs more than an apple.,incongruent,Mom,an apple,an orange,50,value_financial,
"At the store Mom wanted to buy either an apple or a pineapple, but only had enough money to buy an apple.",a pineapple costs more than an apple.,congruent,Mom,an apple,a pineapple,51,value_financial,
"At the store Mom wanted to buy either an apple or a pineapple, but only had enough money to buy a pineapple.",an apple costs more than a pineapple.,congruent,Mom,an apple,a pineapple,51,value_financial,
"At the store Mom wanted to buy either an apple or a pineapple, but only had enough money to buy an apple.",an apple costs more than a pineapple.,incongruent,Mom,an apple,a pineapple,51,value_financial,
"At the store Mom wanted to buy either an apple or a pineapple, but only had enough money to buy a pineapple.",a pineapple costs more than an apple.,incongruent,Mom,an apple,a pineapple,51,value_financial,
"At the store Mom wanted to buy either an apple or a dax, but only had enough money to buy an apple.",a dax costs more than an apple.,congruent,Mom,an apple,a dax,52,value_financial,
"At the store Mom wanted to buy either an apple or a dax, but only had enough money to buy a dax.",an apple costs more than a dax.,congruent,Mom,an apple,a dax,52,value_financial,
"At the store Mom wanted to buy either an apple or a dax, but only had enough money to buy an apple.",an apple costs more than a dax.,incongruent,Mom,an apple,a dax,52,value_financial,
"At the store Mom wanted to buy either an apple or a dax, but only had enough money to buy a dax.",a dax costs more than an apple.,incongruent,Mom,an apple,a dax,52,value_financial,
"At the store Mom wanted to buy either an apple or a blicket, but only had enough money to buy an apple.",a blicket costs more than an apple.,congruent,Mom,an apple,a blicket,53,value_financial,
"At the store Mom wanted to buy either an apple or a blicket, but only had enough money to buy a blicket.",an apple costs more than a blicket.,congruent,Mom,an apple,a blicket,53,value_financial,
"At the store Mom wanted to buy either an apple or a blicket, but only had enough money to buy an apple.",an apple costs more than a blicket.,incongruent,Mom,an apple,a blicket,53,value_financial,
"At the store Mom wanted to buy either an apple or a blicket, but only had enough money to buy a blicket.",a blicket costs more than an apple.,incongruent,Mom,an apple,a blicket,53,value_financial,
"At the store Mom wanted to buy either an orange or a pineapple, but only had enough money to buy an orange.",a pineapple costs more than an orange.,congruent,Mom,an orange,a pineapple,54,value_financial,
"At the store Mom wanted to buy either an orange or a pineapple, but only had enough money to buy a pineapple.",an orange costs more than a pineapple.,congruent,Mom,an orange,a pineapple,54,value_financial,
"At the store Mom wanted to buy either an orange or a pineapple, but only had enough money to buy an orange.",an orange costs more than a pineapple.,incongruent,Mom,an orange,a pineapple,54,value_financial,
"At the store Mom wanted to buy either an orange or a pineapple, but only had enough money to buy a pineapple.",a pineapple costs more than an orange.,incongruent,Mom,an orange,a pineapple,54,value_financial,
