item,stim_classname,directness,condition,context,target,subject1,object1,object2,subject2,year
41,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an apple or a pineapple, but only had enough money to buy an apple.",an apple costs more than a pineapple.,Donald Trump,an apple,a pineapple,,
41,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an apple or a pineapple, but only had enough money to buy a pineapple.",a pineapple costs more than an apple.,Donald Trump,an apple,a pineapple,,
42,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an apple or a dax, but only had enough money to buy an apple.",a dax costs more than an apple.,Donald Trump,an apple,a dax,,
42,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an apple or a dax, but only had enough money to buy a dax.",an apple costs more than a dax.,Donald Trump,an apple,a dax,,
42,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an apple or a dax, but only had enough money to buy an apple.",an apple costs more than a dax.,Donald Trump,an apple,a dax,,
42,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an apple or a dax, but only had enough money to buy a dax.",a dax costs more than an apple.,Donald Trump,an apple,a dax,,
43,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an apple or a blicket, but only had enough money to buy an apple.",a blicket costs more than an apple.,Donald Trump,an apple,a blicket,,
43,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an apple or a blicket, but only had enough money to buy a blicket.",an apple costs more than a blicket.,Donald Trump,an apple,a blicket,,
43,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an apple or a blicket, but only had enough money to buy an apple.",an apple costs more than a blicket.,Donald Trump,an apple,a blicket,,
43,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an apple or a blicket, but only had enough money to buy a blicket.",a blicket costs more than an apple.,Donald Trump,an apple,a blicket,,
44,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an orange or a pineapple, but only had enough money to buy an orange.",a pineapple costs more than an orange.,Donald Trump,an orange,a pineapple,,
44,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an orange or a pineapple, but only had enough money to buy a pineapple.",an orange costs more than a pineapple.,Donald Trump,an orange,a pineapple,,
44,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an orange or a pineapple, but only had enough money to buy an orange.",an orange costs more than a pineapple.,Donald Trump,an orange,a pineapple,,
44,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an orange or a pineapple, but only had enough money to buy a pineapple.",a pineapple costs more than an orange.,Donald Trump,an orange,a pineapple,,
45,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an orange or a dax, but only had enough money to buy an orange.",a dax costs more than an orange.,Donald Trump,an orange,a dax,,
45,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an orange or a dax, but only had enough money to buy a dax.",an orange costs more than a dax.,Donald Trump,an orange,a dax,,
45,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an orange or a dax, but only had enough money to buy an orange.",an orange costs more than a dax.,Donald Trump,an orange,a dax,,
45,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an orange or a dax, but only had enough money to buy a dax.",a dax costs more than an orange.,Donald Trump,an orange,a dax,,
46,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an orange or a blicket, but only had enough money to buy an orange.",a blicket costs more than an orange.,Donald Trump,an orange,a blicket,,
46,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either an orange or a blicket, but only had enough money to buy a blicket.",an orange costs more than a blicket.,Donald Trump,an orange,a blicket,,
46,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an orange or a blicket, but only had enough money to buy an orange.",an orange costs more than a blicket.,Donald Trump,an orange,a blicket,,
46,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either an orange or a blicket, but only had enough money to buy a blicket.",a blicket costs more than an orange.,Donald Trump,an orange,a blicket,,
47,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either a pineapple or a dax, but only had enough money to buy a pineapple.",a dax costs more than a pineapple.,Donald Trump,a pineapple,a dax,,
47,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either a pineapple or a dax, but only had enough money to buy a dax.",a pineapple costs more than a dax.,Donald Trump,a pineapple,a dax,,
47,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either a pineapple or a dax, but only had enough money to buy a pineapple.",a pineapple costs more than a dax.,Donald Trump,a pineapple,a dax,,
47,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either a pineapple or a dax, but only had enough money to buy a dax.",a dax costs more than a pineapple.,Donald Trump,a pineapple,a dax,,
48,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either a pineapple or a blicket, but only had enough money to buy a pineapple.",a blicket costs more than a pineapple.,Donald Trump,a pineapple,a blicket,,
48,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either a pineapple or a blicket, but only had enough money to buy a blicket.",a pineapple costs more than a blicket.,Donald Trump,a pineapple,a blicket,,
48,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either a pineapple or a blicket, but only had enough money to buy a pineapple.",a pineapple costs more than a blicket.,Donald Trump,a pineapple,a blicket,,
48,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either a pineapple or a blicket, but only had enough money to buy a blicket.",a blicket costs more than a pineapple.,Donald Trump,a pineapple,a blicket,,
49,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either a dax or a blicket, but only had enough money to buy a dax.",a blicket costs more than a dax.,Donald Trump,a dax,a blicket,,
49,value_financial,indirect,congruent,"At the store Donald Trump wanted to buy either a dax or a blicket, but only had enough money to buy a blicket.",a dax costs more than a blicket.,Donald Trump,a dax,a blicket,,
49,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either a dax or a blicket, but only had enough money to buy a dax.",a dax costs more than a blicket.,Donald Trump,a dax,a blicket,,
49,value_financial,indirect,incongruent,"At the store Donald Trump wanted to buy either a dax or a blicket, but only had enough money to buy a blicket.",a blicket costs more than a dax.,Donald Trump,a dax,a blicket,,
50,value_financial,indirect,congruent,"At the store Mom wanted to buy either an apple or an orange, but only had enough money to buy an apple.",an orange costs more than an apple.,Mom,an apple,an orange,,
50,value_financial,indirect,congruent,"At the store Mom wanted to buy either an apple or an orange, but only had enough money to buy an orange.",an apple costs more than an orange.,Mom,an apple,an orange,,
50,value_financial,indirect,incongruent,"At the store Mom wanted to buy either an apple or an orange, but only had enough money to buy an apple.",an apple costs more than an orange.,Mom,an apple,an orange,,
50,value_financial,indirect,incongruent,"At the store Mom wanted to buy either an apple or an orange, but only had enough money to buy an orange.",an orange costs more than an apple.,Mom,an apple,an orange,,
51,value_financial,indirect,congruent,"At the store Mom wanted to buy either an apple or a pineapple, but only had enough money to buy an apple.",a pineapple costs more than an apple.,Mom,an apple,a pineapple,,
51,value_financial,indirect,congruent,"At the store Mom wanted to buy either an apple or a pineapple, but only had enough money to buy a pineapple.",an apple costs more than a pineapple.,Mom,an apple,a pineapple,,
51,value_financial,indirect,incongruent,"At the store Mom wanted to buy either an apple or a pineapple, but only had enough money to buy an apple.",an apple costs more than a pineapple.,Mom,an apple,a pineapple,,
51,value_financial,indirect,incongruent,"At the store Mom wanted to buy either an apple or a pineapple, but only had enough money to buy a pineapple.",a pineapple costs more than an apple.,Mom,an apple,a pineapple,,
52,value_financial,indirect,congruent,"At the store Mom wanted to buy either an apple or a dax, but only had enough money to buy an apple.",a dax costs more than an apple.,Mom,an apple,a dax,,
