item,stim_classname,directness,condition,context,target,subject1,subject2,object1
35,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding obstacles. Alice is helping Dad in this game.,Alice is placing the obstacles in Dad’s way.,Alice,Dad,obstacles
35,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding obstacles. Alice is hindering Dad in this game.,Alice is removing the obstacles from Dad's way.,Alice,Dad,obstacles
36,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding objects. Alice is helping Dad in this game.,Alice is removing the objects from Dad's way.,Alice,Dad,objects
36,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding objects. Alice is hindering Dad in this game.,Alice is placing the objects in Dad’s way.,Alice,Dad,objects
36,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding objects. Alice is helping Dad in this game.,Alice is placing the objects in Dad’s way.,Alice,Dad,objects
36,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding objects. Alice is hindering Dad in this game.,Alice is removing the objects from Dad's way.,Alice,Dad,objects
37,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blocks. Alice is helping Dad in this game.,Alice is removing the blocks from Dad's way.,Alice,Dad,blocks
37,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blocks. Alice is hindering Dad in this game.,Alice is placing the blocks in Dad’s way.,Alice,Dad,blocks
37,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blocks. Alice is helping Dad in this game.,Alice is placing the blocks in Dad’s way.,Alice,Dad,blocks
37,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blocks. Alice is hindering Dad in this game.,Alice is removing the blocks from Dad's way.,Alice,Dad,blocks
38,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding cubes. Alice is helping Dad in this game.,Alice is removing the cubes from Dad's way.,Alice,Dad,cubes
38,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding cubes. Alice is hindering Dad in this game.,Alice is placing the cubes in Dad’s way.,Alice,Dad,cubes
38,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding cubes. Alice is helping Dad in this game.,Alice is placing the cubes in Dad’s way.,Alice,Dad,cubes
38,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding cubes. Alice is hindering Dad in this game.,Alice is removing the cubes from Dad's way.,Alice,Dad,cubes
39,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding spikes. Alice is helping Dad in this game.,Alice is removing the spikes from Dad's way.,Alice,Dad,spikes
39,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding spikes. Alice is hindering Dad in this game.,Alice is placing the spikes in Dad’s way.,Alice,Dad,spikes
39,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding spikes. Alice is helping Dad in this game.,Alice is placing the spikes in Dad’s way.,Alice,Dad,spikes
39,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding spikes. Alice is hindering Dad in this game.,Alice is removing the spikes from Dad's way.,Alice,Dad,spikes
40,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding daxes. Alice is helping Dad in this game.,Alice is removing the daxes from Dad's way.,Alice,Dad,daxes
40,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding daxes. Alice is hindering Dad in this game.,Alice is placing the daxes in Dad’s way.,Alice,Dad,daxes
40,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding daxes. Alice is helping Dad in this game.,Alice is placing the daxes in Dad’s way.,Alice,Dad,daxes
40,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding daxes. Alice is hindering Dad in this game.,Alice is removing the daxes from Dad's way.,Alice,Dad,daxes
41,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blickets. Alice is helping Dad in this game.,Alice is removing the blickets from Dad's way.,Alice,Dad,blickets
41,helping_hindering,indirect,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blickets. Alice is hindering Dad in this game.,Alice is placing the blickets in Dad’s way.,Alice,Dad,blickets
41,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blickets. Alice is helping Dad in this game.,Alice is placing the blickets in Dad’s way.,Alice,Dad,blickets
41,helping_hindering,indirect,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blickets. Alice is hindering Dad in this game.,Alice is removing the blickets from Dad's way.,Alice,Dad,blickets
42,helping_hindering,indirect,congruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Bob is helping Charlie in this game.,Bob is removing the obstacles from Charlie's way.,Bob,Charlie,obstacles
42,helping_hindering,indirect,congruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Bob is hindering Charlie in this game.,Bob is placing the obstacles in Charlie’s way.,Bob,Charlie,obstacles
42,helping_hindering,indirect,incongruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Bob is helping Charlie in this game.,Bob is placing the obstacles in Charlie’s way.,Bob,Charlie,obstacles
42,helping_hindering,indirect,incongruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Bob is hindering Charlie in this game.,Bob is removing the obstacles from Charlie's way.,Bob,Charlie,obstacles
43,helping_hindering,indirect,congruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding objects. Bob is helping Charlie in this game.,Bob is removing the objects from Charlie's way.,Bob,Charlie,objects
43,helping_hindering,indirect,congruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding objects. Bob is hindering Charlie in this game.,Bob is placing the objects in Charlie’s way.,Bob,Charlie,objects
43,helping_hindering,indirect,incongruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding objects. Bob is helping Charlie in this game.,Bob is placing the objects in Charlie’s way.,Bob,Charlie,objects
43,helping_hindering,indirect,incongruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding objects. Bob is hindering Charlie in this game.,Bob is removing the objects from Charlie's way.,Bob,Charlie,objects
44,helping_hindering,indirect,congruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding blocks. Bob is helping Charlie in this game.,Bob is removing the blocks from Charlie's way.,Bob,Charlie,blocks
44,helping_hindering,indirect,congruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding blocks. Bob is hindering Charlie in this game.,Bob is placing the blocks in Charlie’s way.,Bob,Charlie,blocks
44,helping_hindering,indirect,incongruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding blocks. Bob is helping Charlie in this game.,Bob is placing the blocks in Charlie’s way.,Bob,Charlie,blocks
44,helping_hindering,indirect,incongruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding blocks. Bob is hindering Charlie in this game.,Bob is removing the blocks from Charlie's way.,Bob,Charlie,blocks
45,helping_hindering,indirect,congruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding cubes. Bob is helping Charlie in this game.,Bob is removing the cubes from Charlie's way.,Bob,Charlie,cubes
45,helping_hindering,indirect,congruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding cubes. Bob is hindering Charlie in this game.,Bob is placing the cubes in Charlie’s way.,Bob,Charlie,cubes
45,helping_hindering,indirect,incongruent,Bob and Charlie are playing a game which requires them to score a goal while avoiding cubes. Bob is helping Charlie in this game.,Bob is placing the cubes in Charlie’s way.,Bob,Charlie,cubes
